family_id,family_key,row_count,selector_sample,min_bucket_size,max_bucket_size,sharpness_counts,blocker_counts,unique_role_token_count,unique_tuple_token_count,sample_source_path_count,sample_role_tokens,sample_tuple_tokens,sample_source_paths,promoted_to_family_candidate,family_status
F0024,roles=03_04 04_05 :: tuples=tuple_edge_1041 tuple_edge_609,3,A=3 AND B=4 | A=3 AND B=4 AND C=5 | A=3 AND C=5,6,6,"{""medium_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",2,2,8,03_04 04_05,tuple_edge_1041 tuple_edge_609,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_overlap_candidate_inspection_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv,false,repeated_construction_memory_no_law
F0025,roles=03_08 04_03 14_08 :: tuples=tuple_edge_2039 tuple_edge_609 tuple_edge_766,3,A=4 AND B=3 AND D=14 | A=4 AND C=8 AND D=14 | A=4 AND D=14,3,3,"{""small_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",3,3,8,03_08 04_03 14_08,tuple_edge_2039 tuple_edge_609 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false,repeated_construction_memory_no_law
F0026,roles=03_08 04_03 :: tuples=tuple_edge_609 tuple_edge_766,3,A=4 AND B=3 | A=4 AND B=3 AND C=8 | A=4 AND C=8,6,6,"{""medium_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",2,2,8,03_08 04_03,tuple_edge_609 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false,repeated_construction_memory_no_law
F0027,roles=03_08 09_03 :: tuples=tuple_edge_611 tuple_edge_766,3,A=9 AND B=3 | A=9 AND B=3 AND C=8 | A=9 AND C=8,6,6,"{""medium_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",2,2,8,03_08 09_03,tuple_edge_611 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_edges.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_conserved_packet_scout_001_edges.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_one_step_information_transport_support_audit_006_history.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_packet_successor_rule_scout_003_rule_rows.v1.csv,false,repeated_construction_memory_no_law
F0028,roles=03_08 13_06 13_08 :: tuples=tuple_edge_1475 tuple_edge_2038 tuple_edge_766,3,B=3 AND C=8 AND E=6 | B=3 AND E=6 | C=8 AND E=6,2,2,"{""razor_small"": 3}","{""blocked_as_razor_small_until_proven"": 3}",3,3,8,03_08 13_06 13_08,tuple_edge_1475 tuple_edge_2038 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_edges.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_conserved_packet_scout_001_edges.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_one_step_information_transport_support_audit_006_history.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_packet_successor_rule_scout_003_rule_rows.v1.csv,false,repeated_construction_memory_no_law
F0029,roles=03_08 13_08 13_14 :: tuples=tuple_edge_2038 tuple_edge_3292 tuple_edge_766,3,B=3 AND C=8 AND E=14 | B=3 AND E=14 | C=8 AND E=14,2,2,"{""razor_small"": 3}","{""blocked_as_razor_small_until_proven"": 3}",3,3,8,03_08 13_08 13_14,tuple_edge_2038 tuple_edge_3292 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false,repeated_construction_memory_no_law
F0030,roles=03_08 14_08 :: tuples=tuple_edge_2039 tuple_edge_766,3,B=3 AND C=8 AND D=14 | B=3 AND D=14 | C=8 AND D=14,6,6,"{""medium_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",2,2,8,03_08 14_08,tuple_edge_2039 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false,repeated_construction_memory_no_law
F0031,roles=03_08 :: tuples=tuple_edge_766,3,B=3 | B=3 AND C=8 | C=8,12,12,"{""medium_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",1,1,8,03_08,tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,false,repeated_construction_memory_no_law
F0032,roles=04_05 09_04 10_05 :: tuples=tuple_edge_1041 tuple_edge_1202 tuple_edge_920,3,A=9 AND B=4 AND D=10 | A=9 AND C=5 AND D=10 | A=9 AND D=10,3,3,"{""small_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",3,3,8,04_05 09_04 10_05,tuple_edge_1041 tuple_edge_1202 tuple_edge_920,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false,repeated_construction_memory_no_law
F0033,roles=04_05 09_04 :: tuples=tuple_edge_1041 tuple_edge_920,3,A=9 AND B=4 | A=9 AND B=4 AND C=5 | A=9 AND C=5,6,6,"{""medium_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",2,2,8,04_05 09_04,tuple_edge_1041 tuple_edge_920,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false,repeated_construction_memory_no_law
F0034,roles=04_05 10_05 :: tuples=tuple_edge_1041 tuple_edge_1202,3,B=4 AND C=5 AND D=10 | B=4 AND D=10 | C=5 AND D=10,6,6,"{""medium_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",2,2,8,04_05 10_05,tuple_edge_1041 tuple_edge_1202,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false,repeated_construction_memory_no_law
F0035,roles=04_05 14_05 :: tuples=tuple_edge_1041 tuple_edge_1203,3,B=4 AND C=5 AND D=14 | B=4 AND D=14 | C=5 AND D=14,6,6,"{""medium_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",2,2,8,04_05 14_05,tuple_edge_1041 tuple_edge_1203,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false,repeated_construction_memory_no_law
F0036,roles=04_05 :: tuples=tuple_edge_1041,3,B=4 | B=4 AND C=5 | C=5,12,12,"{""medium_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",1,1,8,04_05,tuple_edge_1041,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false,repeated_construction_memory_no_law
F0037,roles=04_09 09_11 10_11 :: tuples=tuple_edge_2424 tuple_edge_2584 tuple_edge_920,3,A=4 AND B=9 AND D=10 | A=4 AND C=11 AND D=10 | A=4 AND D=10,3,3,"{""small_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",3,3,8,04_09 09_11 10_11,tuple_edge_2424 tuple_edge_2584 tuple_edge_920,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_slot12_composite_triangle_anatomy_001_transition_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false,repeated_construction_memory_no_law
F0038,roles=05_04 10_05 :: tuples=tuple_edge_1202 tuple_edge_614 tuple_edge_921,3,A=10 AND B=5 | A=10 AND B=5 AND C=4 | A=10 AND C=4,2,2,"{""razor_small"": 3}","{""blocked_as_razor_small_until_proven"": 3}",2,3,8,05_04 10_05,tuple_edge_1202 tuple_edge_614 tuple_edge_921,labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_worklist_018a.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_permission_gate_family_filter_016_candidates.v1.csv,false,repeated_construction_memory_no_law
F0039,roles=05_04 14_05 :: tuples=tuple_edge_1203 tuple_edge_614 tuple_edge_921,3,A=14 AND B=5 | A=14 AND B=5 AND C=4 | A=14 AND C=4,2,2,"{""razor_small"": 3}","{""blocked_as_razor_small_until_proven"": 3}",2,3,8,05_04 14_05,tuple_edge_1203 tuple_edge_614 tuple_edge_921,labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_worklist_018a.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_permission_gate_family_filter_016_candidates.v1.csv,false,repeated_construction_memory_no_law
F0040,roles=05_04 :: tuples=tuple_edge_614 tuple_edge_921,3,B=5 | B=5 AND C=4 | C=4,4,4,"{""small_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",1,2,8,05_04,tuple_edge_614 tuple_edge_921,labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_worklist_018a.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_permission_gate_family_filter_016_candidates.v1.csv,false,repeated_construction_memory_no_law
F0041,roles=06_12 10_11 12_11 :: tuples=tuple_edge_1472 tuple_edge_2584 tuple_edge_2844,3,A=6 AND B=12 AND D=10 | A=6 AND C=11 AND D=10 | A=6 AND D=10,3,3,"{""small_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",3,3,8,06_12 10_11 12_11,tuple_edge_1472 tuple_edge_2584 tuple_edge_2844,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false,repeated_construction_memory_no_law
F0042,roles=08_03 14_08 :: tuples=tuple_edge_2039 tuple_edge_613 tuple_edge_922,3,A=14 AND B=8 | A=14 AND B=8 AND C=3 | A=14 AND C=3,2,2,"{""razor_small"": 3}","{""blocked_as_razor_small_until_proven"": 3}",2,3,8,08_03 14_08,tuple_edge_2039 tuple_edge_613 tuple_edge_922,labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_worklist_018a.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_permission_gate_family_filter_016_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_permission_sharpness_audit_021_closest_candidates.v1.csv,false,repeated_construction_memory_no_law
F0043,roles=08_03 :: tuples=tuple_edge_613 tuple_edge_922,3,B=8 | B=8 AND C=3 | C=3,4,4,"{""small_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",1,2,8,08_03,tuple_edge_613 tuple_edge_922,labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_worklist_018a.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_permission_gate_family_filter_016_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_permission_sharpness_audit_021_closest_candidates.v1.csv,false,repeated_construction_memory_no_law
F0044,roles=09_11 10_05 10_11 :: tuples=tuple_edge_1204 tuple_edge_2424 tuple_edge_2584,3,B=9 AND C=11 AND E=5 | B=9 AND D=10 AND E=5 | B=9 AND E=5,2,2,"{""razor_small"": 3}","{""blocked_as_razor_small_until_proven"": 3}",3,3,8,09_11 10_05 10_11,tuple_edge_1204 tuple_edge_2424 tuple_edge_2584,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_slot12_composite_triangle_anatomy_001_transition_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false,repeated_construction_memory_no_law
F0045,roles=09_11 10_07 10_11 :: tuples=tuple_edge_1760 tuple_edge_2424 tuple_edge_2584,3,B=9 AND C=11 AND E=7 | B=9 AND D=10 AND E=7 | B=9 AND E=7,2,2,"{""razor_small"": 3}","{""blocked_as_razor_small_until_proven"": 3}",3,3,8,09_11 10_07 10_11,tuple_edge_1760 tuple_edge_2424 tuple_edge_2584,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_slot12_composite_triangle_anatomy_001_transition_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false,repeated_construction_memory_no_law
F0046,roles=10_05 10_11 12_11 :: tuples=tuple_edge_1204 tuple_edge_2584 tuple_edge_2844,3,B=12 AND C=11 AND E=5 | B=12 AND D=10 AND E=5 | B=12 AND E=5,2,2,"{""razor_small"": 3}","{""blocked_as_razor_small_until_proven"": 3}",3,3,8,10_05 10_11 12_11,tuple_edge_1204 tuple_edge_2584 tuple_edge_2844,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,false,repeated_construction_memory_no_law
F0047,roles=10_05 10_11 :: tuples=tuple_edge_1204 tuple_edge_2584,3,C=11 AND D=10 AND E=5 | C=11 AND E=5 | D=10 AND E=5,4,4,"{""small_bucket"": 3}","{""blocked_by_null_or_marginal_stress"": 3}",2,2,8,10_05 10_11,tuple_edge_1204 tuple_edge_2584,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,false,repeated_construction_memory_no_law
F0048,roles=10_07 10_11 12_11 :: tuples=tuple_edge_1760 tuple_edge_2584 tuple_edge_2844,3,B=12 AND C=11 AND E=7 | B=12 AND D=10 AND E=7 | B=12 AND E=7,2,2,"{""razor_small"": 3}","{""blocked_as_razor_small_until_proven"": 3}",3,3,8,10_07 10_11 12_11,tuple_edge_1760 tuple_edge_2584 tuple_edge_2844,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,false,repeated_construction_memory_no_law
